Date,Open,High,Low,Close,Volume
7-Jul-17,115.41,115.66,114.83,115.51,3972488
6-Jul-17,114.97,115.42,114.85,115.13,4006999
5-Jul-17,115.50,115.55,114.88,115.30,4023052
3-Jul-17,115.55,116.00,115.34,115.44,2250824
30-Jun-17,115.53,116.11,115.30,115.49,3313250
29-Jun-17,116.07,116.20,114.89,115.18,3474360
28-Jun-17,116.52,116.87,116.20,116.38,3110592
27-Jun-17,117.24,117.38,115.94,115.94,2884276
26-Jun-17,117.42,117.83,117.06,117.12,2704461
23-Jun-17,116.21,117.37,116.09,116.96,3453406
22-Jun-17,117.33,117.41,116.05,116.15,3288149
21-Jun-17,117.78,118.24,117.24,117.42,3767106
20-Jun-17,117.29,118.14,117.18,117.95,3703498
19-Jun-17,117.02,117.29,116.23,117.29,2436611
16-Jun-17,117.37,117.40,116.30,116.86,5156209
15-Jun-17,117.00,117.48,116.51,117.21,3372664
14-Jun-17,116.91,118.06,116.83,117.37,3597242
13-Jun-17,115.47,116.59,115.47,116.32,2760749
12-Jun-17,116.23,116.62,115.92,116.23,3492098
9-Jun-17,115.66,116.13,115.36,115.94,3197723
8-Jun-17,116.86,117.08,115.59,115.89,3956710
7-Jun-17,117.17,117.57,116.82,117.05,3681102
6-Jun-17,117.78,117.94,117.46,117.70,2643156
5-Jun-17,117.39,117.97,117.05,117.88,2969490
2-Jun-17,117.46,117.70,117.04,117.67,3162869
1-Jun-17,116.80,117.26,116.06,117.23,4404853
31-May-17,116.91,117.94,116.87,116.87,5232886
30-May-17,117.74,118.12,117.50,118.01,3231598
26-May-17,117.25,118.00,117.20,117.91,3104759
25-May-17,116.36,117.68,116.15,117.53,3596188
24-May-17,115.31,116.33,115.12,116.06,2863357
23-May-17,114.71,115.44,114.71,115.05,3261263
22-May-17,113.69,115.00,113.69,114.70,3323959
19-May-17,114.17,114.50,113.46,113.69,5750075
18-May-17,113.78,114.28,113.29,114.03,3439503
17-May-17,113.46,114.29,113.32,113.74,2999270
16-May-17,114.06,114.66,113.59,113.79,2444255
15-May-17,112.90,114.00,112.77,113.94,3500274
12-May-17,112.93,113.30,112.72,112.91,2383496
11-May-17,112.64,113.09,112.53,113.04,2277166
10-May-17,112.70,112.87,112.48,112.84,2160149
9-May-17,113.24,113.41,112.55,112.72,2708153
8-May-17,113.20,113.43,112.78,113.22,3097181
5-May-17,113.04,113.28,112.74,113.22,3046064
4-May-17,112.17,113.00,111.81,112.96,3488798
3-May-17,112.39,112.71,111.70,111.79,3342585
2-May-17,112.75,112.89,112.07,112.29,3082363
1-May-17,112.93,113.11,112.27,112.28,4074291
28-Apr-17,112.34,113.43,112.19,113.28,4872033
27-Apr-17,113.10,113.44,112.51,112.64,4096239
26-Apr-17,111.75,113.76,111.34,113.33,5343923
25-Apr-17,114.21,114.57,114.00,114.16,3643622
24-Apr-17,114.36,114.48,113.91,114.32,3221543
21-Apr-17,113.55,113.80,113.27,113.43,3885269
20-Apr-17,113.52,113.97,113.39,113.59,2972962
19-Apr-17,114.42,114.49,113.48,113.62,3044737
18-Apr-17,113.44,114.60,113.40,114.28,4574200
17-Apr-17,112.74,113.32,112.68,113.32,2917688
13-Apr-17,113.25,113.38,112.65,112.68,3257297
12-Apr-17,112.05,113.76,111.90,113.61,6260257
11-Apr-17,111.71,112.08,111.35,111.73,3031468
10-Apr-17,111.70,112.14,111.41,112.02,2873249
7-Apr-17,111.70,111.96,111.44,111.61,2799610
6-Apr-17,112.12,112.28,111.42,111.58,2740631
5-Apr-17,112.04,112.59,111.69,111.94,2991960
4-Apr-17,111.99,112.22,111.63,112.08,2360663
3-Apr-17,111.95,112.36,111.46,111.86,3587129
31-Mar-17,112.31,112.47,111.83,111.86,3744389
30-Mar-17,112.29,112.55,112.00,112.18,2104918
29-Mar-17,112.06,112.54,111.97,112.43,2683678
28-Mar-17,111.81,112.76,111.64,112.45,3945393
27-Mar-17,111.87,112.29,111.57,111.83,3514557
24-Mar-17,111.98,112.24,111.79,112.12,3913223
23-Mar-17,111.95,112.33,111.67,111.78,3208362
22-Mar-17,112.31,112.38,111.57,112.02,3882237
21-Mar-17,111.54,112.31,111.47,111.77,5587739
20-Mar-17,111.15,111.44,110.81,111.15,3382089
17-Mar-17,111.48,111.52,110.93,111.39,6444384
16-Mar-17,111.09,111.20,110.53,111.14,4580674
15-Mar-17,109.56,111.23,109.50,111.11,4973393
14-Mar-17,109.28,109.73,109.12,109.34,3630038
13-Mar-17,109.32,109.80,109.03,109.41,3131237
10-Mar-17,109.58,109.71,109.28,109.59,3488905
9-Mar-17,109.60,109.61,108.91,109.02,4066952
8-Mar-17,109.17,109.33,108.47,109.30,5244494
7-Mar-17,109.16,109.77,109.00,109.32,4361109
6-Mar-17,109.80,110.19,109.43,109.63,4491045
3-Mar-17,110.10,110.67,109.65,110.56,4130942
2-Mar-17,109.81,110.32,109.43,110.11,3880791
1-Mar-17,109.60,110.32,109.17,109.73,4750734
28-Feb-17,109.05,110.60,109.05,110.38,4684747
27-Feb-17,109.69,109.88,109.23,109.27,3475121
24-Feb-17,109.50,109.92,109.33,109.83,3991764
23-Feb-17,109.12,110.00,109.12,109.54,3382733
22-Feb-17,109.37,109.78,109.16,109.41,3815267
21-Feb-17,108.07,109.50,107.95,109.36,5370662
17-Feb-17,107.29,108.30,107.21,108.15,5498432
16-Feb-17,107.15,108.18,106.32,108.12,5559903
15-Feb-17,105.35,107.25,104.77,106.73,7617151
14-Feb-17,106.17,107.00,105.67,106.92,5665028
13-Feb-17,106.50,106.69,105.88,106.52,3464318
10-Feb-17,105.83,106.34,105.59,106.10,2475506
9-Feb-17,105.42,106.49,105.02,105.97,4012387
8-Feb-17,105.50,106.23,105.25,105.69,3407089
7-Feb-17,104.63,105.90,104.63,105.61,3980353
6-Feb-17,105.10,105.24,104.53,104.57,4355238
3-Feb-17,104.44,105.76,104.06,105.11,4287147
2-Feb-17,103.76,104.39,103.29,104.03,3213734
1-Feb-17,103.61,103.78,102.98,103.01,3515578
31-Jan-17,103.21,104.17,103.21,103.78,3846647
30-Jan-17,103.01,103.72,103.00,103.69,3462554
27-Jan-17,104.38,104.41,103.43,103.48,4248229
26-Jan-17,104.51,104.73,104.07,104.14,3634560
25-Jan-17,104.71,105.19,104.54,104.61,3566079
24-Jan-17,104.00,104.93,103.78,104.71,4992265
23-Jan-17,102.90,104.22,102.83,104.01,4584802
20-Jan-17,102.79,103.32,102.44,103.24,4750772
19-Jan-17,102.28,103.00,102.17,102.36,3923119
18-Jan-17,102.40,103.00,102.32,102.74,4340388
17-Jan-17,101.07,102.32,101.06,102.19,3745757
13-Jan-17,101.88,102.11,101.22,101.55,3478642
12-Jan-17,101.71,102.52,101.58,101.84,3126043
11-Jan-17,101.84,102.36,101.41,101.81,4650289
10-Jan-17,103.32,103.32,101.75,101.97,5399235
9-Jan-17,104.16,104.26,103.25,103.46,5603540
6-Jan-17,104.98,105.16,104.12,104.56,4109653
5-Jan-17,104.52,105.12,104.19,104.71,5087216
4-Jan-17,105.11,105.63,104.79,104.85,3029654
3-Jan-17,104.94,105.09,104.21,104.65,3741206
30-Dec-16,104.71,105.15,104.33,104.63,3483969
29-Dec-16,104.50,105.10,104.48,104.99,2438075
28-Dec-16,104.87,105.10,104.52,104.62,1878615
27-Dec-16,105.09,105.32,104.99,105.13,1504963
23-Dec-16,104.97,105.25,104.63,105.09,1769303
22-Dec-16,104.55,105.45,104.25,105.35,2605417
21-Dec-16,104.82,105.69,104.69,104.70,3245168
20-Dec-16,104.89,105.04,104.37,104.90,4903446
19-Dec-16,105.46,105.87,105.13,105.41,3683752
16-Dec-16,105.55,105.92,105.13,105.87,7499286
15-Dec-16,104.23,105.57,104.23,105.30,4179374
14-Dec-16,105.88,106.53,104.21,104.47,5007528
13-Dec-16,104.81,106.01,104.68,105.63,4508643
12-Dec-16,103.82,104.87,103.67,104.72,4858362
9-Dec-16,102.23,104.04,102.04,103.57,5040175
8-Dec-16,102.14,102.61,102.00,102.15,3993919
7-Dec-16,101.16,102.93,101.16,102.81,4873413
6-Dec-16,101.08,101.61,100.80,101.55,4828363
5-Dec-16,100.62,100.91,100.12,100.71,3961810
2-Dec-16,99.40,100.64,99.40,100.60,4594602
1-Dec-16,99.89,100.05,98.50,99.03,7123022
30-Nov-16,101.51,101.92,100.10,100.10,8123491
29-Nov-16,102.79,103.05,102.30,102.54,3886799
28-Nov-16,102.27,103.25,101.90,102.79,5556921
25-Nov-16,102.00,102.91,101.74,102.17,3644945
23-Nov-16,102.52,102.89,101.46,101.53,4676147
22-Nov-16,102.53,103.00,102.44,102.89,4540334
21-Nov-16,101.48,102.32,101.48,102.26,3870820
18-Nov-16,101.40,101.80,101.18,101.31,4919150
17-Nov-16,101.81,101.93,101.18,101.62,4178331
16-Nov-16,102.36,102.90,101.47,101.71,3962938
15-Nov-16,101.40,102.05,100.82,101.85,5672335
14-Nov-16,102.86,103.34,100.45,101.39,7248755
11-Nov-16,103.00,103.77,102.57,103.19,5888361
10-Nov-16,106.89,106.89,102.40,103.25,9095738
9-Nov-16,106.45,107.35,105.00,107.25,6515814
8-Nov-16,106.97,108.93,106.97,108.72,4670991
7-Nov-16,106.66,107.20,106.38,106.96,5469105
4-Nov-16,106.56,106.97,105.81,105.81,2897631
3-Nov-16,107.07,107.14,106.52,106.63,3447667
2-Nov-16,106.68,107.44,106.61,106.71,3679154
1-Nov-16,107.14,107.30,106.12,106.71,4289551
31-Oct-16,107.03,107.43,106.92,107.20,3141704
28-Oct-16,106.90,107.53,106.52,107.07,3378934
27-Oct-16,107.28,107.54,106.30,106.63,4205262
26-Oct-16,107.49,107.95,106.95,107.07,3440700
25-Oct-16,107.39,107.63,106.81,107.23,3756272
24-Oct-16,106.12,107.90,106.12,107.31,5125955
21-Oct-16,106.01,106.01,105.27,105.62,3615418
20-Oct-16,106.11,106.32,105.58,105.87,3751570
19-Oct-16,106.81,107.01,106.08,106.26,4330607
18-Oct-16,107.45,108.18,106.94,106.95,3850027
17-Oct-16,106.83,107.07,106.56,106.85,4104370
14-Oct-16,106.07,107.06,105.78,106.83,4788606
13-Oct-16,105.85,106.17,105.29,105.92,3582563
12-Oct-16,105.87,106.16,105.50,106.08,3419758
11-Oct-16,106.12,106.21,105.00,105.57,3814397
10-Oct-16,106.45,106.62,105.82,106.22,3119298
7-Oct-16,106.76,106.92,105.65,105.99,4398433
6-Oct-16,105.73,106.53,105.46,106.40,4886045
5-Oct-16,107.24,107.49,105.69,106.01,6297044
4-Oct-16,108.31,108.37,106.58,107.10,5830099
3-Oct-16,108.77,108.83,107.47,108.25,4566043
30-Sep-16,108.37,109.24,108.37,108.77,7173287
29-Sep-16,109.50,109.71,107.71,107.76,7249093
28-Sep-16,107.91,107.91,106.86,107.38,5030492
27-Sep-16,107.37,107.87,106.73,107.49,3779284
26-Sep-16,107.24,107.38,106.87,107.03,4440402
23-Sep-16,107.68,107.99,107.04,107.34,3235889
22-Sep-16,107.49,107.94,107.31,107.82,3869355
21-Sep-16,106.16,107.37,105.88,107.13,3913862
20-Sep-16,106.10,106.71,105.96,106.30,3561663
19-Sep-16,105.21,106.12,104.92,105.67,3439311
16-Sep-16,105.00,105.50,104.58,105.28,4934066
15-Sep-16,104.95,105.72,104.70,105.48,3900202
14-Sep-16,104.82,105.64,104.60,105.05,4007846
13-Sep-16,105.94,105.95,104.29,104.59,4597676
12-Sep-16,104.30,106.22,104.30,106.02,4569372
9-Sep-16,106.02,106.19,104.05,104.05,6134504
8-Sep-16,107.10,107.34,106.49,106.88,3491416
7-Sep-16,107.76,107.97,106.78,107.21,3260537
6-Sep-16,107.79,108.12,107.40,107.92,2913270
2-Sep-16,107.58,108.25,107.50,107.87,3651218
1-Sep-16,106.46,107.34,106.29,107.29,3799038
31-Aug-16,106.34,106.88,106.26,106.75,3994995
30-Aug-16,107.92,108.06,107.03,107.21,3708131
29-Aug-16,107.50,108.01,107.40,107.99,2576351
26-Aug-16,107.92,108.50,107.33,107.45,2868894
25-Aug-16,108.09,108.38,107.79,107.88,2129472
24-Aug-16,107.82,108.29,107.55,108.11,3422589
23-Aug-16,108.25,108.55,107.70,107.88,2473044
22-Aug-16,108.08,108.21,107.76,107.96,2304593
19-Aug-16,108.04,108.26,107.54,108.17,2846585
18-Aug-16,108.41,108.82,108.20,108.28,2372997
17-Aug-16,107.95,108.53,107.60,108.47,2963855
16-Aug-16,108.25,108.69,107.91,108.00,2677205
15-Aug-16,108.71,108.99,108.64,108.72,2357829
12-Aug-16,108.64,108.94,108.37,108.59,2563420
11-Aug-16,109.01,109.18,108.45,108.48,2786795
10-Aug-16,108.45,108.96,108.45,108.82,2189898
9-Aug-16,108.25,108.75,108.06,108.28,2378294
8-Aug-16,108.42,108.62,107.67,108.14,3304241
5-Aug-16,108.74,109.36,108.37,108.66,3189398
4-Aug-16,108.17,108.55,107.98,108.42,3226924
3-Aug-16,108.93,108.98,107.68,108.04,3691873
2-Aug-16,109.25,109.25,108.28,108.72,3431600
1-Aug-16,108.72,109.09,108.34,108.93,3880700
29-Jul-16,108.26,109.11,108.12,108.92,3995291
28-Jul-16,107.55,108.38,107.17,108.13,3446464
27-Jul-16,108.04,108.04,106.69,107.48,4724206
26-Jul-16,109.00,109.23,108.03,108.20,3386081
25-Jul-16,109.24,109.28,108.38,109.02,3053106
22-Jul-16,108.78,109.41,108.78,109.19,2693784
21-Jul-16,108.71,108.87,108.11,108.58,2806940
20-Jul-16,109.86,109.91,108.68,108.92,3021759
19-Jul-16,108.86,109.56,108.71,109.53,3987524
18-Jul-16,109.66,109.70,108.84,109.21,3688714
15-Jul-16,109.77,110.49,108.97,109.66,5230580
14-Jul-16,109.83,110.94,109.76,109.96,4834268
13-Jul-16,109.07,110.06,108.89,109.91,5232139
12-Jul-16,108.42,109.11,108.37,108.79,4181000
11-Jul-16,108.16,109.13,107.77,108.91,6446579
